2576.00,761.00,-74.28,57.00
3652.00,2697.00,-63.36,41.00
2482.00,463.00,-83.02,14.00
2931.00,891.00,-72.16,63.00
2643.00,782.00,-73.53,39.00
3644.00,2504.00,-68.35,57.00
2430.00,900.00,-72.28,26.00
1350.00,900.00,-72.68,43.00
3600.00,1706.00,-65.48,68.00
3600.00,1886.00,-69.23,60.00
3645.00,1845.00,-67.14,65.00
3105.00,495.00,-78.92,57.00
1286.00,438.00,-80.26,33.00
1983.00,788.00,-71.02,53.00
2205.00,900.00,-73.34,29.00
2160.00,900.00,-70.96,26.00
3087.00,768.00,-69.69,60.00
851.00,411.00,-78.44,26.00
2889.00,810.00,-78.68,58.00
2668.00,863.00,-75.65,44.00
3643.00,2856.00,-71.32,35.00
3690.00,2475.00,-69.50,61.00
3592.00,2024.00,-68.71,78.00
2649.00,718.00,-73.64,57.00
3059.00,884.00,-71.89,61.00
1609.00,487.00,-82.20,29.00
1080.00,659.00,-80.29,47.00
1486.00,799.00,-73.64,46.00
3466.00,976.00,-69.04,62.00
3690.00,1575.00,-66.12,62.00
3690.00,2610.00,-63.79,38.00
3689.00,2512.00,-69.92,57.00
1203.00,716.00,-76.19,42.00
1438.00,391.00,-72.98,39.00
